TicketNumber,Price,DateOfPurchase,TicketCode
118325,10.0000000000,2019-03-21,4
118326,10.0000000000,2019-03-21,4
118327,10.0000000000,2019-03-21,3
118328,10.0000000000,2019-03-21,3
118329,8.0000000000,2019-03-21,2
118330,12.0000000000,2019-03-21,1
118331,10.0000000000,2019-03-21,4
118332,12.0000000000,2019-03-21,1
118333,10.0000000000,2019-03-21,4
118334,10.0000000000,2019-03-21,4
118335,10.0000000000,2019-03-21,3
118336,8.0000000000,2019-03-21,2
118337,12.0000000000,2019-03-21,1
118338,8.0000000000,2019-03-21,2
118339,10.0000000000,2019-03-21,4
118340,10.0000000000,2019-03-21,4
118341,10.0000000000,2019-03-21,3
118342,8.0000000000,2019-03-22,2
118343,10.0000000000,2019-03-22,3
118344,8.0000000000,2019-03-22,2
118345,12.0000000000,2019-03-22,1
118346,8.0000000000,2019-03-22,2
118347,12.0000000000,2019-03-22,1
118348,10.0000000000,2019-03-22,3
118349,10.0000000000,2019-03-22,4
118350,10.0000000000,2019-03-22,3
118351,8.0000000000,2019-03-22,2
118352,10.0000000000,2019-03-22,3
118353,12.0000000000,2019-03-22,1
118354,10.0000000000,2019-03-22,4
118355,12.0000000000,2019-03-22,1
118356,10.0000000000,2019-03-22,4
118357,10.0000000000,2019-03-22,3
118358,10.0000000000,2019-03-22,4
118359,10.0000000000,2019-03-22,3
118360,12.0000000000,2019-03-22,1
118361,8.0000000000,2019-03-22,2
118362,12.0000000000,2019-03-22,1
118363,10.0000000000,2019-03-22,4
118364,10.0000000000,2019-03-22,3
118365,10.0000000000,2019-03-22,3
118366,8.0000000000,2019-03-22,2
118367,12.0000000000,2019-03-22,1
118368,10.0000000000,2019-03-22,4
118369,12.0000000000,2019-03-22,1
118370,10.0000000000,2019-03-22,4
118371,10.0000000000,2019-03-22,3
118372,8.0000000000,2019-03-22,2
118373,8.0000000000,2019-03-22,2
118374,12.0000000000,2019-03-22,1
118375,8.0000000000,2019-03-22,2
118376,12.0000000000,2019-03-22,1
118377,10.0000000000,2019-03-22,4
118378,10.0000000000,2019-03-22,3
118379,10.0000000000,2019-03-22,3
118380,8.0000000000,2019-03-22,2
118381,10.0000000000,2019-03-22,3
118382,8.0000000000,2019-03-22,2
118383,10.0000000000,2019-03-22,3
118384,10.0000000000,2019-03-22,3
118385,10.0000000000,2019-03-22,3
118386,8.0000000000,2019-03-22,2
118387,12.0000000000,2019-03-22,1
118388,12.0000000000,2019-03-22,1
118389,8.0000000000,2019-03-22,2
118390,8.0000000000,2019-03-22,2
118391,12.0000000000,2019-03-22,1
118392,10.0000000000,2019-03-22,4
118393,10.0000000000,2019-03-22,3
118394,8.0000000000,2019-03-22,2
118395,10.0000000000,2019-03-22,3
118396,10.0000000000,2019-03-22,3
118397,12.0000000000,2019-03-22,1
118398,8.0000000000,2019-03-22,2
118399,12.0000000000,2019-03-22,1
118400,10.0000000000,2019-03-22,4
118401,10.0000000000,2019-03-23,4
118402,10.0000000000,2019-03-23,3
118403,10.0000000000,2019-03-23,4
118404,10.0000000000,2019-03-23,4
118405,10.0000000000,2019-03-23,3
118406,10.0000000000,2019-03-23,3
118407,10.0000000000,2019-03-23,3
118408,10.0000000000,2019-03-23,4
118409,8.0000000000,2019-03-23,2
118410,10.0000000000,2019-03-23,3
118411,8.0000000000,2019-03-23,2
118412,12.0000000000,2019-03-23,1
118413,12.0000000000,2019-03-23,1
118414,12.0000000000,2019-03-23,1
118415,10.0000000000,2019-03-23,4
118416,12.0000000000,2019-03-23,1
118417,10.0000000000,2019-03-23,4
118418,10.0000000000,2019-03-23,4
118419,10.0000000000,2019-03-23,3
118420,10.0000000000,2019-03-23,4
118421,8.0000000000,2019-03-23,2
118422,12.0000000000,2019-03-23,1
118423,8.0000000000,2019-03-23,2
118424,8.0000000000,2019-03-23,2
118425,12.0000000000,2019-03-23,1
118426,10.0000000000,2019-03-23,4
118427,10.0000000000,2019-03-23,3
118428,10.0000000000,2019-03-23,3
118429,8.0000000000,2019-03-23,2
118430,12.0000000000,2019-03-23,1
118431,8.0000000000,2019-03-23,2
118432,12.0000000000,2019-03-23,1
118433,10.0000000000,2019-03-23,4
118434,10.0000000000,2019-03-23,4
118435,10.0000000000,2019-03-23,3
118436,10.0000000000,2019-03-23,4
118437,10.0000000000,2019-03-23,4
118438,10.0000000000,2019-03-23,3
118439,8.0000000000,2019-03-23,2
118440,12.0000000000,2019-03-23,1
118441,8.0000000000,2019-03-23,2
118442,12.0000000000,2019-03-23,1
118443,12.0000000000,2019-03-23,1
118444,10.0000000000,2019-03-23,4
118445,10.0000000000,2019-03-23,4
118446,10.0000000000,2019-03-23,3
118447,8.0000000000,2019-03-23,2
118448,12.0000000000,2019-03-23,1
118449,8.0000000000,2019-03-23,2
118450,12.0000000000,2019-03-23,1
118451,10.0000000000,2019-03-23,4
118452,10.0000000000,2019-03-23,4
118453,10.0000000000,2019-03-23,3
118454,10.0000000000,2019-03-23,4
118455,10.0000000000,2019-03-23,3
118456,12.0000000000,2019-03-23,1
118457,8.0000000000,2019-03-23,2
118458,12.0000000000,2019-03-23,1
118459,10.0000000000,2019-03-23,3
118460,10.0000000000,2019-03-23,4
118461,10.0000000000,2019-03-23,3
118462,8.0000000000,2019-03-23,2
118463,10.0000000000,2019-03-23,3
118464,8.0000000000,2019-03-23,2
118465,10.0000000000,2019-03-23,4
118466,12.0000000000,2019-03-23,1
118467,10.0000000000,2019-03-23,4
118468,10.0000000000,2019-03-23,3
118469,10.0000000000,2019-03-23,4
118470,10.0000000000,2019-03-23,3
118471,12.0000000000,2019-03-23,1
118472,8.0000000000,2019-03-23,2
118473,12.0000000000,2019-03-23,1
118474,10.0000000000,2019-03-23,4
118475,12.0000000000,2019-03-23,1
118476,10.0000000000,2019-03-23,4
118477,10.0000000000,2019-03-23,3
118478,8.0000000000,2019-03-23,2
118479,8.0000000000,2019-03-23,2
118480,12.0000000000,2019-03-23,1
118481,10.0000000000,2019-03-23,4
118482,10.0000000000,2019-03-23,4
118483,10.0000000000,2019-03-23,4
118484,10.0000000000,2019-03-23,3
118485,8.0000000000,2019-03-23,2
118486,10.0000000000,2019-03-23,3
118487,8.0000000000,2019-03-23,2
118488,8.0000000000,2019-03-23,2
118489,12.0000000000,2019-03-23,1
118490,10.0000000000,2019-03-23,4
118491,12.0000000000,2019-03-23,1
118492,10.0000000000,2019-03-23,4
118493,10.0000000000,2019-03-23,3
118494,10.0000000000,2019-03-23,3
118495,10.0000000000,2019-03-23,3
118496,8.0000000000,2019-03-23,2
118497,12.0000000000,2019-03-23,1
118498,8.0000000000,2019-03-23,2
118499,12.0000000000,2019-03-23,1
118500,10.0000000000,2019-03-23,4
118501,10.0000000000,2019-03-23,3
118502,10.0000000000,2019-03-23,3
118503,8.0000000000,2019-03-23,2
118504,12.0000000000,2019-03-23,1
118505,8.0000000000,2019-03-23,2
118506,12.0000000000,2019-03-23,1
118507,12.0000000000,2019-03-23,1
118508,10.0000000000,2019-03-23,4
118509,10.0000000000,2019-03-23,3
118510,10.0000000000,2019-03-23,4
118511,10.0000000000,2019-03-23,3
118512,8.0000000000,2019-03-23,2
118513,12.0000000000,2019-03-23,1
118514,10.0000000000,2019-03-23,4
118515,10.0000000000,2019-03-23,4
118516,10.0000000000,2019-03-23,3
118517,8.0000000000,2019-03-23,2
118518,12.0000000000,2019-03-23,1
118519,12.0000000000,2019-03-23,1
118520,8.0000000000,2019-03-23,2
118521,12.0000000000,2019-03-24,1
118522,10.0000000000,2019-03-24,4
118523,10.0000000000,2019-03-24,4
118524,10.0000000000,2019-03-24,3
118525,10.0000000000,2019-03-24,4
118526,10.0000000000,2019-03-24,4
118527,10.0000000000,2019-03-24,3
118528,10.0000000000,2019-03-24,4
118529,10.0000000000,2019-03-24,3
118530,8.0000000000,2019-03-25,2
118531,8.0000000000,2019-03-25,2
118532,8.0000000000,2019-03-25,2
118533,12.0000000000,2019-03-25,1
118534,10.0000000000,2019-03-25,4
118535,12.0000000000,2019-03-25,1
118536,10.0000000000,2019-03-25,4
118537,10.0000000000,2019-03-25,3
118538,10.0000000000,2019-03-25,3
118539,8.0000000000,2019-03-25,2
118540,12.0000000000,2019-03-25,1
118541,10.0000000000,2019-03-25,4
118542,12.0000000000,2019-03-25,1
118543,12.0000000000,2019-03-25,1
118544,10.0000000000,2019-03-25,4
118545,10.0000000000,2019-03-25,3
118546,8.0000000000,2019-03-25,2
118547,10.0000000000,2019-03-25,3
118548,8.0000000000,2019-03-25,2
118549,12.0000000000,2019-03-25,1
118550,12.0000000000,2019-03-25,1
118551,10.0000000000,2019-03-25,4
118552,10.0000000000,2019-03-25,4
118553,10.0000000000,2019-03-25,3
118554,8.0000000000,2019-03-25,2
118555,10.0000000000,2019-03-25,3
118556,8.0000000000,2019-03-25,2
118557,8.0000000000,2019-03-25,2
118558,12.0000000000,2019-03-25,1
118559,10.0000000000,2019-03-25,4
118560,12.0000000000,2019-03-25,1
118561,10.0000000000,2019-03-25,4
118562,10.0000000000,2019-03-25,3
118563,10.0000000000,2019-03-25,3
118564,8.0000000000,2019-03-25,2
118565,10.0000000000,2019-03-26,3
118566,8.0000000000,2019-03-26,2
118567,10.0000000000,2019-03-26,4
118568,12.0000000000,2019-03-26,1
118569,10.0000000000,2019-03-26,3
118570,8.0000000000,2019-03-26,2
118571,10.0000000000,2019-03-26,3
118572,8.0000000000,2019-03-26,2
118573,8.0000000000,2019-03-26,2
118574,12.0000000000,2019-03-26,1
118575,8.0000000000,2019-03-26,2
118576,12.0000000000,2019-03-26,1
118577,10.0000000000,2019-03-26,4
118578,10.0000000000,2019-03-26,4
118579,10.0000000000,2019-03-26,3
118580,10.0000000000,2019-03-26,4
118581,10.0000000000,2019-03-26,3
118582,10.0000000000,2019-03-26,3
118583,8.0000000000,2019-03-26,2
118584,12.0000000000,2019-03-26,1
118585,12.0000000000,2019-03-26,1
118586,10.0000000000,2019-03-26,4
118587,10.0000000000,2019-03-26,3
118588,10.0000000000,2019-03-26,4
118589,8.0000000000,2019-03-26,2
118590,10.0000000000,2019-03-26,3
118591,10.0000000000,2019-03-26,3
118592,8.0000000000,2019-03-26,2
118593,12.0000000000,2019-03-26,1
118594,12.0000000000,2019-03-26,1
118595,8.0000000000,2019-03-26,2
118596,12.0000000000,2019-03-26,1
118597,12.0000000000,2019-03-26,1
118598,10.0000000000,2019-03-26,4
118599,10.0000000000,2019-03-26,3
118600,8.0000000000,2019-03-26,2
118601,10.0000000000,2019-03-26,3
118602,8.0000000000,2019-03-26,2
118603,12.0000000000,2019-03-26,1
118604,12.0000000000,2019-03-26,1
118605,10.0000000000,2019-03-26,4
118606,10.0000000000,2019-03-26,3
118607,8.0000000000,2019-03-26,2
118608,10.0000000000,2019-03-26,3
118609,8.0000000000,2019-03-26,2
118610,12.0000000000,2019-03-26,1
118611,12.0000000000,2019-03-26,1
118612,10.0000000000,2019-03-26,4
118613,10.0000000000,2019-03-26,3
118614,10.0000000000,2019-03-26,3
118615,10.0000000000,2019-03-26,4
118616,10.0000000000,2019-03-26,3
118617,12.0000000000,2019-03-26,1
118618,8.0000000000,2019-03-26,2
118619,12.0000000000,2019-03-26,1
118620,10.0000000000,2019-03-26,4
118621,12.0000000000,2019-03-26,1
118622,10.0000000000,2019-03-26,3
118623,8.0000000000,2019-03-26,2
118624,8.0000000000,2019-03-26,2
118625,10.0000000000,2019-03-26,3
118626,10.0000000000,2019-03-26,3
118627,8.0000000000,2019-03-26,2
118628,10.0000000000,2019-03-26,3
118629,8.0000000000,2019-03-26,2
118630,12.0000000000,2019-03-27,1
118631,12.0000000000,2019-03-27,1
118632,10.0000000000,2019-03-27,4
118633,10.0000000000,2019-03-27,3
118634,10.0000000000,2019-03-27,4
118635,8.0000000000,2019-03-27,2
118636,12.0000000000,2019-03-27,1
118637,12.0000000000,2019-03-28,1
118638,10.0000000000,2019-03-28,4
118639,10.0000000000,2019-03-28,3
118640,10.0000000000,2019-03-28,4
118641,10.0000000000,2019-03-28,3
118642,10.0000000000,2019-03-28,3
118643,10.0000000000,2019-03-28,4
118644,10.0000000000,2019-03-28,4
118645,12.0000000000,2019-03-28,1
118646,10.0000000000,2019-03-28,4
118647,10.0000000000,2019-03-28,3
118648,10.0000000000,2019-03-28,4
118649,12.0000000000,2019-03-28,1
118650,10.0000000000,2019-03-28,3
118651,12.0000000000,2019-03-28,1
118652,10.0000000000,2019-03-28,4
118653,12.0000000000,2019-03-28,1
118654,10.0000000000,2019-03-28,3
118655,8.0000000000,2019-03-28,2
118656,8.0000000000,2019-03-28,2
118657,12.0000000000,2019-03-28,1
118658,8.0000000000,2019-03-28,2
118659,8.0000000000,2019-03-28,2
118660,12.0000000000,2019-03-28,1
118661,8.0000000000,2019-03-28,2
118662,12.0000000000,2019-03-28,1
118663,10.0000000000,2019-03-28,4
118664,10.0000000000,2019-03-29,4
118665,10.0000000000,2019-03-29,3
118666,10.0000000000,2019-03-29,3
118667,8.0000000000,2019-03-29,2
118668,12.0000000000,2019-03-29,1
118669,8.0000000000,2019-03-29,2
118670,12.0000000000,2019-03-29,1
118671,10.0000000000,2019-03-29,3
118672,10.0000000000,2019-03-29,4
118673,10.0000000000,2019-03-29,3
118674,10.0000000000,2019-03-29,3
118675,8.0000000000,2019-03-29,2
118676,10.0000000000,2019-03-29,3
118677,10.0000000000,2019-03-29,3
118678,12.0000000000,2019-03-29,1
118679,8.0000000000,2019-03-29,2
118680,12.0000000000,2019-03-29,1
118681,10.0000000000,2019-03-29,4
118682,10.0000000000,2019-03-29,4
118683,10.0000000000,2019-03-29,3
118684,8.0000000000,2019-03-29,2
118685,10.0000000000,2019-03-29,3
118686,8.0000000000,2019-03-29,2
118687,12.0000000000,2019-03-29,1
118688,12.0000000000,2019-03-29,1
118689,10.0000000000,2019-03-29,4
118690,10.0000000000,2019-03-29,4
118691,10.0000000000,2019-03-29,3
118692,8.0000000000,2019-03-29,2
118693,10.0000000000,2019-03-29,3
118694,8.0000000000,2019-03-29,2
118695,12.0000000000,2019-03-29,1
118696,12.0000000000,2019-03-29,1
118697,10.0000000000,2019-03-29,4
118698,10.0000000000,2019-03-29,3
118699,10.0000000000,2019-03-29,4
118700,10.0000000000,2019-03-29,4
118701,10.0000000000,2019-03-29,3
118702,10.0000000000,2019-03-29,4
118703,8.0000000000,2019-03-29,2
118704,10.0000000000,2019-03-29,3
118705,12.0000000000,2019-03-29,1
118706,10.0000000000,2019-03-29,4
118707,12.0000000000,2019-03-29,1
118708,12.0000000000,2019-03-29,1
118709,8.0000000000,2019-03-29,2
118710,12.0000000000,2019-03-29,1
118711,10.0000000000,2019-03-29,4
118712,10.0000000000,2019-03-29,4
118713,8.0000000000,2019-03-29,2
118714,10.0000000000,2019-03-29,4
118715,8.0000000000,2019-03-29,2
118716,12.0000000000,2019-03-29,1
118717,8.0000000000,2019-03-29,2
118718,10.0000000000,2019-03-29,4
118719,10.0000000000,2019-03-29,3
118720,10.0000000000,2019-03-29,4
118721,10.0000000000,2019-03-29,3
118722,8.0000000000,2019-03-29,2
118723,8.0000000000,2019-03-29,2
118724,10.0000000000,2019-03-29,3
118725,8.0000000000,2019-03-29,2
118726,12.0000000000,2019-03-29,1
118727,12.0000000000,2019-03-29,1
118728,10.0000000000,2019-03-29,4
118729,10.0000000000,2019-03-29,3
118730,10.0000000000,2019-03-29,3
118731,8.0000000000,2019-03-29,2
118732,10.0000000000,2019-03-29,3
118733,8.0000000000,2019-03-29,2
118734,8.0000000000,2019-03-29,2
118735,12.0000000000,2019-03-29,1
118736,10.0000000000,2019-03-29,4
118737,12.0000000000,2019-03-29,1
118738,10.0000000000,2019-03-29,4
118739,10.0000000000,2019-03-29,4
118740,10.0000000000,2019-03-29,3
118741,12.0000000000,2019-03-29,1
118742,10.0000000000,2019-03-29,3
118743,8.0000000000,2019-03-29,2
118744,10.0000000000,2019-03-29,4
118745,12.0000000000,2019-03-29,1
118746,10.0000000000,2019-03-29,3
118747,8.0000000000,2019-03-29,2
118748,10.0000000000,2019-03-29,3
118749,10.0000000000,2019-03-29,3
118750,8.0000000000,2019-03-29,2
118751,12.0000000000,2019-03-29,1
118752,8.0000000000,2019-03-29,2
118753,12.0000000000,2019-03-29,1
118754,12.0000000000,2019-03-29,1
118755,10.0000000000,2019-03-29,4
118756,10.0000000000,2019-03-29,4
118757,10.0000000000,2019-03-29,3
118758,10.0000000000,2019-03-29,4
118759,8.0000000000,2019-03-29,2
118760,12.0000000000,2019-03-29,1
118761,12.0000000000,2019-03-29,1
118762,12.0000000000,2019-03-29,1
118763,10.0000000000,2019-03-29,4
118764,12.0000000000,2019-03-29,1
118765,10.0000000000,2019-03-29,4
118766,10.0000000000,2019-03-29,4
118767,10.0000000000,2019-03-29,3
118768,10.0000000000,2019-03-29,3
118769,8.0000000000,2019-03-29,2
118770,10.0000000000,2019-03-29,3
118771,8.0000000000,2019-03-29,2
118772,10.0000000000,2019-03-29,4
118773,12.0000000000,2019-03-29,1
118774,10.0000000000,2019-03-29,4
118775,10.0000000000,2019-03-30,3
118776,10.0000000000,2019-03-30,4
118777,8.0000000000,2019-03-30,2
118778,8.0000000000,2019-03-30,2
118779,12.0000000000,2019-03-30,1
118780,8.0000000000,2019-03-30,2
118781,8.0000000000,2019-03-30,2
118782,12.0000000000,2019-03-30,1
118783,12.0000000000,2019-03-30,1
118784,10.0000000000,2019-03-30,4
118785,10.0000000000,2019-03-30,4
118786,10.0000000000,2019-03-30,3
118787,10.0000000000,2019-03-30,4
118788,10.0000000000,2019-03-30,3
118789,10.0000000000,2019-03-30,3
118790,8.0000000000,2019-03-30,2
118791,12.0000000000,2019-03-30,1
118792,8.0000000000,2019-03-30,2
118793,8.0000000000,2019-03-30,2
118794,8.0000000000,2019-03-30,2
118795,12.0000000000,2019-03-30,1
118796,10.0000000000,2019-03-30,4
118797,10.0000000000,2019-03-30,4
118798,12.0000000000,2019-03-30,1
118799,10.0000000000,2019-03-30,3
118800,10.0000000000,2019-03-30,4
118801,10.0000000000,2019-03-30,3
118802,8.0000000000,2019-03-30,2
118803,10.0000000000,2019-03-30,3
118804,12.0000000000,2019-03-30,1
118805,10.0000000000,2019-03-30,4
118806,10.0000000000,2019-03-30,4
118807,10.0000000000,2019-03-30,3
118808,10.0000000000,2019-03-30,4
118809,10.0000000000,2019-03-30,4
118810,10.0000000000,2019-03-30,3
118811,10.0000000000,2019-03-30,4
118812,8.0000000000,2019-03-30,2
118813,10.0000000000,2019-03-30,3
118814,8.0000000000,2019-03-30,2
118815,12.0000000000,2019-03-30,1
118816,8.0000000000,2019-03-30,2
118817,10.0000000000,2019-03-30,4
118818,10.0000000000,2019-03-30,4
118819,10.0000000000,2019-03-30,3
118820,10.0000000000,2019-03-30,4
118821,10.0000000000,2019-03-30,4
118822,10.0000000000,2019-03-30,3
118823,10.0000000000,2019-03-30,4
118824,10.0000000000,2019-03-30,3
118825,12.0000000000,2019-03-30,1
118826,8.0000000000,2019-03-30,2
118827,10.0000000000,2019-03-30,4
118828,12.0000000000,2019-03-30,1
118829,10.0000000000,2019-03-30,4
118830,10.0000000000,2019-03-30,3
118831,10.0000000000,2019-03-30,3
118832,8.0000000000,2019-03-30,2
118833,10.0000000000,2019-03-30,3
118834,8.0000000000,2019-03-30,2
118835,8.0000000000,2019-03-30,2
118836,10.0000000000,2019-03-30,3
118837,8.0000000000,2019-03-30,2
118838,10.0000000000,2019-03-30,4
118839,12.0000000000,2019-03-31,1
118840,10.0000000000,2019-03-31,3
118841,8.0000000000,2019-03-31,2
118842,10.0000000000,2019-03-31,3
118843,8.0000000000,2019-03-31,2
118844,8.0000000000,2019-03-31,2
118845,12.0000000000,2019-03-31,1
118846,8.0000000000,2019-03-31,2
118847,12.0000000000,2019-03-31,1
118848,10.0000000000,2019-03-31,4
118849,10.0000000000,2019-03-31,4
118850,12.0000000000,2019-03-31,1
118851,10.0000000000,2019-03-31,3
118852,10.0000000000,2019-03-31,4
118853,10.0000000000,2019-03-31,3
118854,12.0000000000,2019-03-31,1
118855,8.0000000000,2019-04-01,2
118856,8.0000000000,2019-04-01,2
118857,10.0000000000,2019-04-01,3
118858,8.0000000000,2019-04-01,2
118859,8.0000000000,2019-04-01,2
118860,10.0000000000,2019-04-01,4
118861,12.0000000000,2019-04-01,1
118862,10.0000000000,2019-04-01,4
118863,10.0000000000,2019-04-01,4
118864,12.0000000000,2019-04-01,1
118865,10.0000000000,2019-04-01,4
118866,10.0000000000,2019-04-01,4
118867,10.0000000000,2019-04-01,3
118868,12.0000000000,2019-04-01,1
118869,8.0000000000,2019-04-01,2
118870,12.0000000000,2019-04-01,1
118871,10.0000000000,2019-04-01,4
118872,10.0000000000,2019-04-01,4
118873,10.0000000000,2019-04-01,3
118874,10.0000000000,2019-04-01,4
118875,10.0000000000,2019-04-01,4
118876,12.0000000000,2019-04-01,1
118877,12.0000000000,2019-04-01,1
118878,10.0000000000,2019-04-01,4
118879,12.0000000000,2019-04-01,1
118880,12.0000000000,2019-04-01,1
118881,10.0000000000,2019-04-01,4
118882,10.0000000000,2019-04-01,4
118883,10.0000000000,2019-04-01,3
118884,10.0000000000,2019-04-01,4
118885,10.0000000000,2019-04-01,3
118886,12.0000000000,2019-04-01,1
118887,8.0000000000,2019-04-01,2
118888,12.0000000000,2019-04-01,1
118889,12.0000000000,2019-04-01,1
118890,10.0000000000,2019-04-01,4
118891,10.0000000000,2019-04-01,4
118892,10.0000000000,2019-04-02,3
118893,10.0000000000,2019-04-02,4
118894,10.0000000000,2019-04-02,3
118895,10.0000000000,2019-04-02,3
118896,8.0000000000,2019-04-02,2
118897,10.0000000000,2019-04-02,3
118898,12.0000000000,2019-04-02,1
118899,10.0000000000,2019-04-02,4
118900,12.0000000000,2019-04-02,1
118901,10.0000000000,2019-04-02,4
118902,8.0000000000,2019-04-02,2
118903,10.0000000000,2019-04-02,3
118904,10.0000000000,2019-04-02,3
118905,10.0000000000,2019-04-02,4
118906,8.0000000000,2019-04-02,2
118907,10.0000000000,2019-04-02,3
118908,8.0000000000,2019-04-02,2
118909,8.0000000000,2019-04-02,2
118910,12.0000000000,2019-04-02,1
118911,12.0000000000,2019-04-02,1
118912,10.0000000000,2019-04-02,4
118913,10.0000000000,2019-04-02,4
118914,12.0000000000,2019-04-02,1
118915,12.0000000000,2019-04-02,1
118916,10.0000000000,2019-04-02,4
118917,10.0000000000,2019-04-02,4
118918,10.0000000000,2019-04-02,3
118919,10.0000000000,2019-04-02,4
118920,8.0000000000,2019-04-02,2
118921,10.0000000000,2019-04-02,3
118922,10.0000000000,2019-04-02,3
118923,10.0000000000,2019-04-02,4
118924,8.0000000000,2019-04-02,2
118925,10.0000000000,2019-04-02,3
118926,10.0000000000,2019-04-02,3
118927,8.0000000000,2019-04-02,2
118928,8.0000000000,2019-04-02,2
118929,10.0000000000,2019-04-02,3
118930,12.0000000000,2019-04-02,1
118931,10.0000000000,2019-04-02,4
118932,10.0000000000,2019-04-02,4
118933,12.0000000000,2019-04-02,1
118934,12.0000000000,2019-04-02,1
118935,10.0000000000,2019-04-02,4
118936,10.0000000000,2019-04-02,4
118937,10.0000000000,2019-04-02,3
118938,10.0000000000,2019-04-02,3
118939,10.0000000000,2019-04-02,4
118940,10.0000000000,2019-04-02,3
118941,10.0000000000,2019-04-02,3
118942,8.0000000000,2019-04-02,2
118943,10.0000000000,2019-04-02,3
118944,12.0000000000,2019-04-02,1
118945,10.0000000000,2019-04-02,3
118946,8.0000000000,2019-04-02,2
118947,8.0000000000,2019-04-02,2
118948,12.0000000000,2019-04-02,1
118949,10.0000000000,2019-04-02,4
118950,12.0000000000,2019-04-02,1
118951,10.0000000000,2019-04-02,3
118952,8.0000000000,2019-04-02,2
118953,10.0000000000,2019-04-02,3
118954,10.0000000000,2019-04-02,3
118955,10.0000000000,2019-04-02,3
118956,10.0000000000,2019-04-02,3
118957,8.0000000000,2019-04-02,2
118958,10.0000000000,2019-04-02,3
118959,8.0000000000,2019-04-02,2
118960,8.0000000000,2019-04-02,2
118961,10.0000000000,2019-04-02,3
118962,12.0000000000,2019-04-02,1
118963,12.0000000000,2019-04-02,1
118964,10.0000000000,2019-04-02,4
118965,10.0000000000,2019-04-02,3
118966,12.0000000000,2019-04-02,1
118967,10.0000000000,2019-04-02,3
118968,12.0000000000,2019-04-02,1
118969,10.0000000000,2019-04-02,3
118970,8.0000000000,2019-04-02,2
118971,8.0000000000,2019-04-02,2
118972,10.0000000000,2019-04-02,3
118973,8.0000000000,2019-04-02,2
118974,8.0000000000,2019-04-02,2
118975,10.0000000000,2019-04-02,3
118976,8.0000000000,2019-04-02,2
118977,10.0000000000,2019-04-02,4
118978,12.0000000000,2019-04-02,1
118979,10.0000000000,2019-04-02,3
118980,10.0000000000,2019-04-02,4
118981,10.0000000000,2019-04-02,3
118982,10.0000000000,2019-04-02,3
118983,8.0000000000,2019-04-02,2
118984,10.0000000000,2019-04-03,3
118985,8.0000000000,2019-04-03,2
118986,8.0000000000,2019-04-03,2
118987,10.0000000000,2019-04-03,4
118988,12.0000000000,2019-04-03,1
118989,10.0000000000,2019-04-03,3
118990,10.0000000000,2019-04-03,4
118991,10.0000000000,2019-04-03,3
118992,12.0000000000,2019-04-03,1
118993,8.0000000000,2019-04-03,2
118994,12.0000000000,2019-04-03,1
118995,12.0000000000,2019-04-03,1
118996,8.0000000000,2019-04-03,2
118997,8.0000000000,2019-04-03,2
118998,12.0000000000,2019-04-03,1
118999,10.0000000000,2019-04-03,3
119000,10.0000000000,2019-04-03,4
119001,10.0000000000,2019-04-03,3
119002,8.0000000000,2019-04-03,2
119003,8.0000000000,2019-04-03,2
119004,10.0000000000,2019-04-03,3
119005,8.0000000000,2019-04-03,2
119006,10.0000000000,2019-04-03,4
119007,10.0000000000,2019-04-03,3
119008,10.0000000000,2019-04-03,4
119009,8.0000000000,2019-04-03,2
119010,12.0000000000,2019-04-03,1
119011,8.0000000000,2019-04-03,2
119012,12.0000000000,2019-04-03,1
119013,12.0000000000,2019-04-03,1
119014,10.0000000000,2019-04-03,4
119015,10.0000000000,2019-04-03,4
119016,12.0000000000,2019-04-03,1
119017,10.0000000000,2019-04-03,4
119018,10.0000000000,2019-04-03,4
119019,10.0000000000,2019-04-03,3
119020,8.0000000000,2019-04-03,2
119021,10.0000000000,2019-04-03,3
119022,12.0000000000,2019-04-03,1
119023,12.0000000000,2019-04-03,1
119024,8.0000000000,2019-04-03,2
119025,8.0000000000,2019-04-03,2
119026,12.0000000000,2019-04-03,1
119027,10.0000000000,2019-04-03,4
119028,10.0000000000,2019-04-03,4
119029,10.0000000000,2019-04-03,3
119030,10.0000000000,2019-04-03,3
119031,10.0000000000,2019-04-03,4
119032,10.0000000000,2019-04-03,3
119033,10.0000000000,2019-04-03,3
119034,8.0000000000,2019-04-03,2
119035,10.0000000000,2019-04-03,3
119036,8.0000000000,2019-04-03,2
119037,12.0000000000,2019-04-03,1
119038,12.0000000000,2019-04-03,1
119039,10.0000000000,2019-04-03,4
119040,10.0000000000,2019-04-03,4
119041,10.0000000000,2019-04-03,4
119042,10.0000000000,2019-04-03,3
119043,10.0000000000,2019-04-03,4
119044,8.0000000000,2019-04-03,2
119045,10.0000000000,2019-04-03,3
119046,8.0000000000,2019-04-03,2
119047,8.0000000000,2019-04-03,2
119048,12.0000000000,2019-04-03,1
119049,12.0000000000,2019-04-03,1
119050,10.0000000000,2019-04-03,4
119051,12.0000000000,2019-04-03,1
119052,10.0000000000,2019-04-04,4
119053,10.0000000000,2019-04-04,4
119054,10.0000000000,2019-04-04,3
119055,10.0000000000,2019-04-04,4
119056,10.0000000000,2019-04-04,3
119057,12.0000000000,2019-04-04,1
119058,8.0000000000,2019-04-04,2
119059,12.0000000000,2019-04-04,1
